px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0
0.734613	0.628749	7.22131	-7.65838e-17	6.96819e-18	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0
1.16052	0.494895	7.22447	-0.127062	-0.0119222	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0
1.2577	0.533203	7.20903	0.121835	0.030988	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0
1.61613	0.595312	7.22307	0.161028	0.0471299	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0
1.85125	0.562658	5.98158	0.0279785	-0.229969	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0
2.16198	0.592354	5.98174	0.0423233	-0.173654	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0
2.37762	0.639173	5.54903	0.0630177	-0.295984	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0
2.65288	0.657243	5.54805	0.0523466	-0.280234	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0
2.91941	0.651393	5.48297	0.00728089	-0.420946	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0
3.15344	0.648366	5.4366	-0.00559933	-0.392362	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0
3.44008	0.543634	5.48367	-0.157966	-0.829371	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0
3.74353	0.429561	5.56563	-0.2831	-1.07832	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0
4.0234	0.516285	5.53357	-0.138013	-0.513172	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0
4.29678	0.509637	5.50954	-0.129276	-0.426902	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0
4.55482	0.55193	5.38168	-0.0800515	-0.267351	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0
4.73711	0.666766	5.17135	0.0328497	0.0182373	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0
4.98805	0.666642	5.08018	0.0248949	-0.00428371	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0
5.28719	0.659419	5.15575	0.0110914	-0.0340302	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0
5.5472	0.666248	5.25008	0.0160883	-0.0131747	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0
5.84251	0.680363	5.30175	0.0216555	-0.00135252	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0
6.08415	0.601815	5.17729	-0.0458953	-0.1445	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0
6.336	0.724418	5.15146	0.0504905	0.0623808	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	0
6.58537	0.760204	5.10732	0.0703426	0.0943957	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0
6.83103	0.754963	5.09564	0.0577334	0.0603749	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0
7.07245	0.735074	4.96189	0.0330776	0.000855548	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0
7.28608	0.830033	4.90923	0.0998794	0.132406	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	0
7.58394	0.839878	5.14496	0.0918482	0.103477	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0
7.83664	0.806929	5.13682	0.0543454	0.0202413	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0
8.08479	0.823637	5.0265	0.0556201	0.0161155	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0
8.32057	0.840722	5.00448	0.0596234	0.0225325	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0
8.59096	0.956182	5.20675	0.137872	0.177563	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0
8.82947	1.01931	5.18063	0.167825	0.21868	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0
9.1206	1.06447	5.25736	0.17541	0.209903	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0
9.36022	1.08861	5.22406	0.170913	0.182077	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0
9.63868	1.18092	5.30081	0.211394	0.240332	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0
9.91262	1.32371	5.35403	0.283217	0.352747	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	0
10.1529	1.45163	5.23412	0.348074	0.45957	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0
10.3762	1.51319	5.18752	0.353059	0.427358	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	0
10.6	1.62858	5.0547	0.405048	0.507784	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0
10.8278	1.61555	4.97392	0.351956	0.363718	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	0
11.0985	1.66366	5.07764	0.329369	0.274195	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0
11.3852	1.67656	5.09921	0.285565	0.166815	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	0
11.616	1.72898	5.0284	0.283702	0.151689	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0
11.8457	1.78009	4.99999	0.279036	0.128744	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0
12.1029	1.87819	5.13676	0.298198	0.142835	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0
12.3518	1.87868	5.09738	0.251376	0.0422916	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0
12.6115	1.92937	5.18385	0.239275	0.00921885	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0
12.8071	2.08983	5.15483	0.318223	0.154162	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0
13.0762	2.20472	5.31271	0.337891	0.161464	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0
13.2784	2.35994	5.28297	0.399949	0.260942	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0
13.4442	2.54853	5.09014	0.500904	0.455181	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0588235
13.6972	2.63962	5.11209	0.494418	0.400953	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0
13.9146	2.76276	5.10014	0.516381	0.406018	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0588235
14.1434	2.90792	5.13015	0.545462	0.42101	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0
14.3993	3.01148	5.25283	0.51965	0.301597	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0588235
14.6132	3.05164	5.14007	0.480377	0.206106	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0
14.8426	3.21998	5.25687	0.514198	0.233985	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.0588235
15.0497	3.42293	5.30614	0.576644	0.325729	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0
15.2531	3.61302	5.27281	0.63552	0.425666	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.0588235
15.4685	3.7917	5.30442	0.667224	0.443783	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0
15.68	3.92661	5.27539	0.668832	0.406542	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0588235
15.9086	4.04518	5.24605	0.654966	0.346683	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0
16.0991	4.21604	5.15967	0.697661	0.42588	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.0588235
16.2953	4.40631	5.19182	0.731228	0.447145	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0
16.5078	4.56943	5.22848	0.733015	0.396158	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.0588235
16.6877	4.72408	5.1849	0.744837	0.382739	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0
16.8312	4.93044	5.04306	0.825774	0.561195	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.0588235
16.9891	5.15619	5.08985	0.877289	0.601573	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0
17.1625	5.3208	5.06264	0.882034	0.551489	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.0588235
17.3212	5.48818	5.01693	0.894458	0.526742	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0
17.4803	5.64975	4.95471	0.90415	0.505329	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0588235
17.6803	5.74594	4.83459	0.862941	0.394986	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0
17.8244	5.93857	4.79696	0.900988	0.450626	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.0588235
17.9968	6.12939	4.82285	0.913389	0.433096	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0
18.1494	6.33523	4.87469	0.931835	0.413184	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0588235
18.2641	6.58895	4.94807	0.990649	0.477807	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0
18.3962	6.80492	4.96028	1.01885	0.486418	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0588235
18.5519	6.91851	4.80905	0.987717	0.396015	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0
18.7072	7.11834	4.87311	0.980135	0.314745	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.0588235
18.9161	7.23926	4.7824	0.927668	0.202179	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0
19.0034	7.43258	4.64956	0.986312	0.34011	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0588235
19.0799	7.72971	4.79252	1.07053	0.454367	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0
19.2068	7.92776	4.80131	1.072	0.399203	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0588235
19.2807	8.15441	4.80452	1.11537	0.437286	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0
19.3846	8.35835	4.81731	1.11738	0.371779	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.0588235
19.485	8.49383	4.66474	1.10627	0.325557	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0
19.5786	8.69487	4.62029	1.13242	0.362626	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0588235
19.7457	8.8653	4.58395	1.10204	0.284454	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0
19.819	9.08329	4.54497	1.15167	0.382034	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.0588235
19.9446	9.32388	4.62309	1.16495	0.372483	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0
19.9857	9.54915	4.56344	1.23768	0.520024	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.0588235
20.0634	9.80373	4.63924	1.27343	0.53519	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0
20.1272	10.056	4.73658	1.28921	0.468638	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0588235
20.1648	10.348	4.8551	1.34421	0.515877	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0
20.1747	10.5939	4.83748	1.41015	0.617708	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.0588235
20.227	10.8735	4.92179	1.44201	0.616755	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0
20.2558	11.1391	4.99083	1.45783	0.545215	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.0588235
20.2921	11.3711	4.95885	1.47619	0.533213	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0
20.2271	11.6318	4.93523	1.58757	0.764498	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.0487805
20.3025	11.8574	4.88232	1.58172	0.700577	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0
20.3373	12.0907	4.90269	1.54345	0.456987	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0487805
20.3216	12.3855	5.011	1.58097	0.474903	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0
20.2663	12.6268	4.96387	1.662	0.652371	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.0487805
20.2977	12.853	4.90399	1.66538	0.610746	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0
20.2892	13.0816	4.86873	1.68345	0.586501	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.0487805
20.2582	13.2838	4.78827	1.71042	0.584786	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0
20.2218	13.5187	4.79831	1.72461	0.522958	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.0487805
20.2021	13.7798	4.84037	1.74204	0.509443	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0
20.147	14.0047	4.80946	1.78425	0.566542	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.0487805
20.0897	14.2636	4.86271	1.81407	0.567911	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0
20.018	14.4931	4.86135	1.84214	0.554164	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.0487805
19.9043	14.7554	4.95082	1.88975	0.580999	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0
19.8407	14.971	4.91145	1.89208	0.490112	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.0487805
19.8227	15.1785	4.81644	1.89045	0.456036	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	0
19.6894	15.3824	4.76131	2.01096	0.796797	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	0.0487805
19.6685	15.5526	4.60383	2.01689	0.751397	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	0
19.5867	15.7496	4.57144	2.02727	0.661878	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.0487805
19.4753	15.9686	4.60919	2.06157	0.66237	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0
19.3811	16.1737	4.60622	2.05443	0.517389	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.0487805
19.2728	16.3514	4.5578	2.08329	0.523121	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0
19.1595	16.5424	4.54433	2.11448	0.543014	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.0487805
19.0207	16.7654	4.62211	2.14416	0.544801	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0
18.8624	16.9559	4.64778	2.23399	0.769098	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.0487805
18.6678	17.2087	4.83744	2.27715	0.770871	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0
18.5759	17.4126	4.76925	2.21013	0.419721	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.0487805
18.3542	17.6193	4.89613	2.25507	0.446259	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0
18.2128	17.8135	4.88933	2.24557	0.331891	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.0487805
18.0927	18.0001	4.84011	2.25104	0.318489	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0
17.9163	18.1462	4.79334	2.3227	0.505661	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.0487805
17.7987	18.2802	4.66135	2.3408	0.496934	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0
17.67	18.4557	4.62715	2.34678	0.45982	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.0487805
17.4668	18.6506	4.73626	2.37437	0.464486	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0
17.2878	18.7867	4.70671	2.42484	0.553268	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.0487805
17.131	18.9199	4.64305	2.45071	0.552001	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0
16.9646	19.0902	4.65728	2.45882	0.503517	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	0.0487805
16.7432	19.2095	4.68006	2.5032	0.529399	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	0
16.5508	19.3645	4.71549	2.53214	0.553493	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	0.0487805
16.3125	19.5362	4.84337	2.55842	0.547452	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0
16.0923	19.6156	4.80489	2.6216	0.637045	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	0.0491803
15.8813	19.7603	4.84563	2.64368	0.622596	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0
15.6962	19.8859	4.78388	2.625	0.44483	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	0.0491803
15.4564	20.049	4.89932	2.63642	0.425784	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	0
15.2352	20.1965	4.94956	2.64586	0.404451	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	0.0491803
15.0565	20.3249	4.89486	2.65345	0.388979	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	0
14.8244	20.4046	4.89005	2.70561	0.484195	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	0.0491803
14.611	20.523	4.89441	2.72154	0.473164	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0
14.3695	20.6119	4.93018	2.77002	0.56131	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	0.0491803
14.1233	20.682	4.94162	2.80679	0.57277	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	0
13.8847	20.7557	4.95391	2.84643	0.61321	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.0491803
13.6043	20.8176	5.02912	2.88533	0.621763	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	0
13.358	20.8489	5.02939	2.94983	0.731227	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	0.0491803
13.1151	20.879	5.0087	2.99158	0.739275	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	0
12.8866	20.941	4.96893	2.99729	0.64554	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	0.0491803
12.7012	20.9717	4.84763	3.02732	0.649651	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	0
12.4467	21.0164	4.88351	3.04577	0.612622	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	0.0491803
12.198	21.0522	4.90598	3.06928	0.601146	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0
11.9635	21.0714	4.89128	3.09874	0.606061	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.0491803
11.7267	21.0356	4.85103	-3.13436	0.636226	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	0
11.4841	21.0214	4.83855	-3.10351	0.620501	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	0.0491803
11.2744	21.0112	4.77532	-3.07209	0.624223	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0
11.0233	20.9717	4.78989	-3.0352	0.623339	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	0.0491803
10.8198	20.9303	4.71576	-2.99508	0.640339	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0
10.5667	20.9351	4.70205	-3.01864	0.465821	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	0.0491803
10.2607	20.9825	4.87264	-3.04304	0.38508	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	0
10.0212	20.9609	4.88203	-3.01713	0.41778	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	0.0491803
9.84399	20.9204	4.74758	-2.98464	0.438576	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	0
9.60576	20.9133	4.72115	-3.00165	0.31996	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	0.0491803
9.42634	20.8641	4.60795	-2.97129	0.343881	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0
9.21168	20.8152	4.61335	-2.93118	0.424406	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	0.0491803
8.8901	20.8004	4.81719	-2.9417	0.372656	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	0
8.68323	20.7138	4.78036	-2.88565	0.468196	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	0.0491803
8.39064	20.6365	4.90999	-2.86582	0.459165	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	0
8.15959	20.5554	4.92066	-2.82698	0.507848	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0491803
7.91535	20.4749	4.94477	-2.80293	0.50496	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0
7.70104	20.387	4.94713	-2.75522	0.5863	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	0.0491803
7.36494	20.3342	5.16151	-2.77096	0.510088	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	0
7.12294	20.2418	5.15066	-2.75568	0.4735	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.0491803
6.8579	20.1567	5.20402	-2.74518	0.451912	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0
6.62425	20.0683	5.17496	-2.73504	0.414133	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.0491803
6.38459	19.9736	5.17916	-2.7193	0.406708	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0
6.16468	19.8806	5.1497	-2.69927	0.414017	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	0.0491803
5.90318	19.7857	5.20428	-2.69395	0.389557	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0
5.66741	19.6388	5.26774	-2.64026	0.497322	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	0.0491803
5.52453	19.5046	5.099	-2.58866	0.542452	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0
5.32918	19.3547	5.06467	-2.55056	0.558388	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.0491803
5.12347	19.2496	5.04009	-2.53767	0.536193	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	0
4.94193	19.1387	4.91571	-2.53644	0.447281	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	0.0491803
4.79847	18.9845	4.81744	-2.4881	0.493515	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0
4.59157	18.833	4.88747	-2.45849	0.526207	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	0.0491803
4.41813	18.7011	4.84595	-2.43652	0.521115	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	0
4.24593	18.5591	4.75946	-2.42922	0.451983	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.0491803
4.1376	18.4036	4.63682	-2.3767	0.506831	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	0
3.96082	18.2262	4.80562	-2.3172	0.643304	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	0.0491803
3.65888	18.0911	5.00291	-2.36998	0.492387	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	0
3.49694	17.9444	4.87541	-2.37208	0.397321	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	0.0491803
3.2465	17.7822	4.99529	-2.39258	0.326953	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	0
3.06931	17.594	5.08016	-2.34268	0.440485	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	0.0491803
2.89155	17.4778	5.02157	-2.3462	0.402659	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	0.010101
2.76018	17.2565	5.07664	-2.26591	0.561636	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	0.0491803
2.58059	17.067	5.10231	-2.24963	0.542133	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.010101
2.41441	16.9058	4.95079	-2.26868	0.395001	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	0.0491803
2.24998	16.7357	4.94102	-2.25938	0.378271	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.010101
2.06295	16.5416	4.94123	-2.26993	0.293739	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	0.0491803
1.9107	16.3119	4.97718	-2.239	0.319536	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	0.010101
1.74711	16.1375	4.92736	-2.24759	0.251161	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.0491803
1.5281	15.9752	4.99365	-2.27943	0.175829	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	0.010101
1.41524	15.736	5.07688	-2.19523	0.378856	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	0.0491803
1.23803	15.5162	5.13938	-2.18808	0.358112	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.010101
1.07093	15.3247	5.12358	-2.19287	0.305331	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.0491803
0.844471	15.1052	5.25292	-2.21617	0.238012	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	0.010101
0.687845	14.9269	5.16365	-2.22992	0.157647	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	0.0491803
0.615057	14.7147	5.04753	-2.17583	0.234891	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.010101
0.508839	14.4688	5.12247	-2.11189	0.375167	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	0.0491803
0.328708	14.2442	5.20105	-2.11862	0.330998	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.010101
0.203334	13.9881	5.33985	-2.06188	0.462684	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	0.0491803
0.238199	13.7361	5.14413	-1.94748	0.622101	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	0.010101
0.13986	13.4936	5.19726	-1.91491	0.637766	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.0491803
-0.0493941	13.2578	5.30357	-1.94885	0.515948	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	0.010101
-0.1722	13.0438	5.1817	-1.96582	0.396233	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.0491803
-0.13418	12.8211	5.01665	-1.86488	0.54762	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	0.010101
-0.252042	12.5991	4.92235	-1.88575	0.425981	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	0.0491803
-0.391462	12.3667	4.97984	-1.90766	0.345743	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.010101
-0.526912	12.1598	4.95037	-1.93874	0.243736	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	0.0491803
-0.60159	11.9466	4.9135	-1.92104	0.254644	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.010101
-0.742409	11.7167	4.96231	-1.94796	0.180773	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.0491803
-0.976039	11.4741	5.1184	-2.03046	0.0177118	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	0.010101
-1.09044	11.2462	5.07582	-2.04387	-0.0361535	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	0.0491803
-1.27983	11.024	5.15577	-2.09044	-0.109966	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	0.010101
-1.33769	10.771	5.22209	-2.00779	0.127086	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	0.0491803
-1.4677	10.5159	5.27626	-2.00941	0.114032	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.010101
-1.5591	10.2474	5.36333	-1.96736	0.221021	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.0491803
